10538,ORACLE STR CVS II,RUNWHI/BLACK1/BLACK1,TENNIS,SHOES,Men,1688.74
10541,PICCOLO 5 CRIB,LIBLUE/WHT/LIBLUE,ORIGINALS,SHOES,Infant,2135.99
10544,PICCOLO 5 CRIB,WHT/INTPIN/WHT,ORIGINALS,SHOES,Infant,1292.99
10550,JUCURI,WHT/BLACK1/WHT,NOT SPORTS SPECIFIC,SHOES,Woman,2717.73
10566,VULKIDS K,DKINDI/WHT/DKATLA,ORIGINALS,SHOES,Kid,1331.99
10567,VULKIDS K,WHT/POPPY/POOL,ORIGINALS,SHOES,Kid,770.99
10568,VULKIDS I,WHT/POPPY/POOL,ORIGINALS,SHOES,Infant,986.99
10569,VULKIDS I,DKINDI/WHT/DKATLA,ORIGINALS,SHOES,Infant,1520.99
10579,COUNTRY SLEEK W,WHT/IVY/GUM3,ORIGINALS,SHOES,Woman,122.48
10580,CM 25,BLACK1/BLACK1/METGOL,ORIGINALS,SHOES,Men,313.74
10584,STAN SMITH SLEEK W,WHT/WHT/METSIL,ORIGINALS,SHOES,Woman,2166.48
10608,BLINKER I,WHT/WARNIN/WHT,ORIGINALS,SHOES,Infant,1723.49
10609,BLINKER I,TRUBLU/SUN/GUM5,ORIGINALS,SHOES,Infant,1093.49
10611,BLINKER K,WHT/WARNIN/WHT,ORIGINALS,SHOES,Kid,40.48
10613,BLINKER K,TRUBLU/SUN/GUM5,ORIGINALS,SHOES,Kid,1876.49
10623,CC EXCRUSH M,RUNWHI/AFBLUE/COLROY,SWIM,SANDALS/SLIPPERS,Men,1604.99
10625,NAROO X-CROSS,MUSBRO/CAMEL/LGSCRE,SWIM,SANDALS/SLIPPERS,Men,487.49
10642,TACTIC SLIP ON W,LIBAJA/LGCALL/WHT,ORIGINALS,SHOES,Woman,148.73
10653,BARRICADE IV,BLACK1/METSIL/SUNSHI,TENNIS,SHOES,Men,549.99
10654,BARRICADE IV,RUNWHI/DARONX/INTLIM,TENNIS,SHOES,Men,1282.49
10662,MARUN,DSHALE/WARNIN/BLACK1,ORIGINALS,SHOES,Men,981.24
10663,MARUN,WHT/ESPRES/BONE,ORIGINALS,SHOES,Men,681.24
10664,MARUN,JADGRE/COLORA/SHAGRE,ORIGINALS,SHOES,Men,968.74
10669,MARUN,WHT/DKINDI/LGRANI,ORIGINALS,SHOES,Men,1338.74
10685,ADILIBRIA SLIDE W,SPLASH/LOCEAN/INTPIN,SWIM,SANDALS/SLIPPERS,Woman,1707.98
10693,DET TOP C5 III,TITAMT/BLACK1/WHT,FOOTBALL/SOCCER,SHOES,Men,1034.99
10695,DET TOP C5 III,METSIL/INTBLU/WHT,FOOTBALL/SOCCER,SHOES,Men,769.99
10714,XW BUBBLE I,ORAPEE/RUNWHI/PACBLU,RUNNING,SHOES,Infant,265.49
10722,+F10.7 STF,BLACK1/RUNWHT/ORANGE,FOOTBALL/SOCCER,SHOES,Men,1884.99
10723,+F10.7 STF,RUNWHT/BLACK1/ORANGE,FOOTBALL/SOCCER,SHOES,Men,382.49
10724,+F10.7 STF,ORANGE/BLACK1/RUNWHT,FOOTBALL/SOCCER,SHOES,Men,1156.24
10735,TOURING,ESPRES/LEGACY/SUNSHI,ORIGINALS,SHOES,Men,127.49
10736,TOURING,LEGACY/INTPIN/LIBLUE,ORIGINALS,SHOES,Men,848.74
10772,YARREN M,BLACK1/WHT/BLACK1,SWIM,SANDALS/SLIPPERS,Men,1177.49
10775,YARREN THONG M,BLACK1/METSIL/BLACK1,SWIM,SANDALS/SLIPPERS,Men,1414.99
10788,HALVA K,BLACK1/METSIL/WHT,SWIM,SANDALS/SLIPPERS,Kid,647.99
10791,BOKAJONE HI I,DKNAVY/UNIBLU/RUNWHI,TENNIS,SHOES,Infant,976.49
10799,7406 ST V,BLACK1/BLACK1/BLACK1,FOOTBALL/SOCCER,SHOES,Men,316.24
10807,HECKBENDER EU K,MUSBRO/ORAPEE/SANSTO,OUTDOOR,SANDALS/SLIPPERS,Kid,2044.49
10818,7406 ST M,BLACK1/COLRED/COLRED,FOOTBALL/SOCCER,SHOES,Men,1146.24
10820,7406 ST M,NEWNAV/WHT/WHT,FOOTBALL/SOCCER,SHOES,Men,1873.74
10821,7406 ST M,WHT/FAIRWA/FAIRWA,FOOTBALL/SOCCER,SHOES,Men,299.99
10833,SUPERSTAR MGR,RUNWHT/NNY/Silver,ORIGINALS,SHOES,Men,851.24
10878,7406 ST S,BLACK1/WHT/BLACK1,FOOTBALL/SOCCER,SHOES,Men,1949.99
10890,ROOK,BLACK/Silver/SILVER,BASKETBALL,SHOES,Men,1922.49
10893,CUADROS S,WGREYM/GRAPH/BLACK,OUTDOOR,SHOES,Men,1627.49
10898,ALETO,DUNIFR/LGGREY/MUNIFR,OUTDOOR,SHOES,Men,291.24
10902,ALETO W,LGTBLU/POWBL/PAGREY,OUTDOOR,SHOES,Woman,1429.73
10909,STAN SMITH VIN,MAHAGONY/BONE,ORIGINALS,SHOES,Men,969.99
10915,FOCAL II M,DARONX/BLACK/SILVER/,RUNNING,SHOES,Men,1014.99
10916,FOCAL II M,NNY/LUNIFR/RUNWHT/CO,RUNNING,SHOES,Men,383.74
10919,FOCAL II W,MUNIFR/MLEAD/RUNWHT/,RUNNING,SHOES,Woman,442.73
10921,SUR,DKNAVY/Silver/SILVER,RUNNING,SHOES,Men,1487.49
10922,SUR,BLACK/Silver/COLRED,RUNNING,SHOES,Men,1347.49
10927,TELEO II,ALUMI2/COLRED/DKNAVY,RUNNING,SHOES,Men,216.24
10936,AILERON W,MBLUE/BLSIMT/RUNWHT,RUNNING,SHOES,Woman,1844.48
10949,PAQUA W,BLACK/RUNWHT/GUM3,SWIM,SANDALS/SLIPPERS,Woman,1459.48
10953,ADISTAR CUSH M,RUNWHT/BLACK/SILVER,RUNNING,SHOES,Men,1171.24
10962,ADISTAR CUSH W,RUNWHT/MUNIFR/CORAL,RUNNING,SHOES,Woman,2063.23
10970,PORDOI,DARONX/BLACK/PAGREY/,RUNNING,SHOES,Men,1668.74
11013,BRACARA IV TRXHG,BLACK1/METSIL/RUNWHT,FOOTBALL/SOCCER,SHOES,Men,1578.74
11027,7406 ST W,BLACK1/INTLIM/INTLIM,FOOTBALL/SOCCER,SHOES,Woman,122.48
11030,RT TWISP 2 W,TRITMT/SPLASH/LGRANI,SWIM,SANDALS/SLIPPERS,Woman,2145.48
11051,SUPERSTAR MGR W,RUNWHT/DIVA/COSMO,ORIGINALS,SHOES,Woman,493.48
11053,SUPERSTAR MGR W,RUNNINWHT/SKYBLUE,ORIGINALS,SHOES,Woman,839.98
11055,FOOTSOCK CF,RUNWHT/BLACK1/TITAMT,NOT SPORTS SPECIFIC,SHOES,Unisex,1535.98
11114,CNTRY RIP NB K,MUNIFR/MSAND/COUGUM,ORIGINALS,SHOES,Kid,653.99
11120,YABEERA W,BLACK1/SPLASH/WHT,SWIM,SANDALS/SLIPPERS,Woman,929.23
11121,FENTE SUEDE,LGSHAD/LGSHAD/DKINDI,ORIGINALS,SHOES,Men,106.24
11140,FENTE SUEDE,BLACK1/BLACK1/LIBLUE,ORIGINALS,SHOES,Men,1614.99
11152,COUNTRY SLEEK W,PEARL/PINK/VICRED,ORIGINALS,SHOES,Woman,670.23
11155,A CUB.TWIN STR2,RUNWHT/LGGREY/SCALET,RUNNING,SHOES,Men,642.49
11159,A CUB.TWIN STR2,PHANTO/STEMET/MUSTAR,RUNNING,SHOES,Men,372.49
11160,A CUB.TWIN STW2,RUNWHT/BLSIMT/SKYBLU,RUNNING,SHOES,Woman,1014.98
11171,PRO MODEL SLEEK W,GLOW/INTSUN/WHT,ORIGINALS,SHOES,Woman,1387.73
11174,MANG-CON,SCARLET/BLUSILVMT,RUNNING,SHOES,Men,788.74
11178,TORRENT II,RUNWHT/DUNIFR/CARDL,TENNIS,SHOES,Men,577.49
11181,TORRENT II W,RUNWHT/LUNIFR/MIARED,TENNIS,SHOES,Woman,1716.73
11185,THE HILLS II,RUNWHT/PUNJAB/AMBER,TENNIS,SHOES,Men,973.74
11186,THE HILLS II,RUNWHT/NNY/SILVER,TENNIS,SHOES,Men,531.24
11192,THE HILLS II W,RUNWHT/NNY/PAGREY,TENNIS,SHOES,Woman,587.98
11195,THE HILLS II W,RUNWHT/ARCBLU/PAGREY,TENNIS,SHOES,Woman,1380.73
11213,KUNDO K,BLACK1/BLACK1/INTPIN,NOT SPORTS SPECIFIC,SHOES,Kid,749.99
11266,BRACARA IV TRXHG,METSIL/BLACK1/TRITMT,FOOTBALL/SOCCER,SHOES,Men,1897.49
11284,BRACARA IV TRX TF J,METSIL/BLACK1/TRITMT,FOOTBALL/SOCCER,SHOES,Kid,1738.49
11299,BRACARA IV TRXHG,WHT/COLROY/METSIL,FOOTBALL/SOCCER,SHOES,Men,1927.49
11307,BRACARA IV TRX TF J,WHT/COLROY/METSIL,FOOTBALL/SOCCER,SHOES,Kid,160.48
11310,BRACARA IV TRX HG J,BLACK1/METSIL/RUNWHT,FOOTBALL/SOCCER,SHOES,Kid,2087.99
11315,BRACARA IV TRX TF J,BLACK1/METSIL/RUNWHT,FOOTBALL/SOCCER,SHOES,Kid,758.99
11321,FS180 K,BLACK1/VICRED/SILVER,SKATEBOARDING,SHOES,Kid,1096.49
11326,+F5.7 TRX HG,DSHALE/SLIME/RUNWHT,FOOTBALL/SOCCER,SHOES,Men,616.24
11331,+F5.7 TRX HG,VICBLU/RUNWHT/PACBLU,FOOTBALL/SOCCER,SHOES,Men,942.49
11407,SAMOA LEA 2,RUNWHT/DCLAY/GUM3,ORIGINALS,SHOES,Men,762.49
11410,SAMOA LEA 2,DUNIFORM/BRGTGREEN,ORIGINALS,SHOES,Men,496.24
11412,SAMOA LEA 2,BAYBERRY/BLUSILVMT,ORIGINALS,SHOES,Men,1934.99
11414,SAMOA LEA2 W,SKYBLUE/DUNIFORM,ORIGINALS,SHOES,Woman,1368.48
11415,SAMOA LEA 2 W,RUNNINWHT/NEW NAVY,ORIGINALS,SHOES,Woman,706.98
11416,SAMOA LEA2 W,RUNWHT/SCALET/GUM3,ORIGINALS,SHOES,Woman,1641.48
11437,GALAXY 3 LEA,BLACK/LEMON/RUNWHT,ORIGINALS,SHOES,Men,1222.49
11445,MONACO GP,RUNWHT/NNY/COLRED,ORIGINALS,SHOES,Men,51.24
11446,MONACO GP,COFFEE/ALTITU/RUNWHT,ORIGINALS,SHOES,Men,604.99
11448,MONACO GP,NNY/TECOTA/RUNWHT,ORIGINALS,SHOES,Men,1607.49
11463,GALAXY 3 SYN W,PINKPW/SILVER/RUNWHT,ORIGINALS,SHOES,Woman,552.98
11494,CNTRY RIP NB W,LGCLAY/DKBURG/COUGUM,ORIGINALS,SHOES,Woman,1312.48
11497,CNTRY RIP ADG W,RUNNINWHT/SCARLET,ORIGINALS,SHOES,Woman,2136.73
11498,CNTRY RIP ADG W,RUNNINWHT/ARCTIBLUE,ORIGINALS,SHOES,Woman,1963.48
11499,CNTRY RIP ADG W,RUNNINWHT/DUSTYROSE,ORIGINALS,SHOES,Woman,484.73
11500,CNTRY RIP ADG W,RUNNINWHT/LGTPURPLE,ORIGINALS,SHOES,Woman,2059.73
11504,COUNTRY RIP 3,RUNNINWHT/CARDINAL,ORIGINALS,SHOES,Men,113.74
11506,COUNTRY RIP 3,RUNNINWHT/MEDBLUE,ORIGINALS,SHOES,Men,741.24
11508,GALAXY 3 LEA W,DKBURG/DUSROS/RUNWHT,ORIGINALS,SHOES,Woman,565.23
11548,+F5.7 IN,DSHALE/SLIME/RUNWHT,FOOTBALL/SOCCER,SHOES,Men,1728.74
11560,PONTUS 2,CAMEL/LEGACY/BLUBIR,ORIGINALS,SHOES,Men,318.74
11561,PONTUS 2,LEGACY/LIBLUE/DSHADE,ORIGINALS,SHOES,Men,1213.74
11575,+F30.7 TRX TF,VICBLU/RUNWHT/PACBLU,FOOTBALL/SOCCER,SHOES,Men,627.49
11576,+F30.7 TRX TF,DSHALE/SLIME/RUNWHT,FOOTBALL/SOCCER,SHOES,Men,976.24
11579,+F30.7 TRX TF,TITAMT/BLACK1/INTORA,FOOTBALL/SOCCER,SHOES,Men,74.99
11588,+F30.7 TRX TF,BLACK1/RUNWHT/METSIL,FOOTBALL/SOCCER,SHOES,Men,723.74
11589,+F30.7 TRX TF,RUNWHT/BLACK1/METSIL,FOOTBALL/SOCCER,SHOES,Men,1463.74
11612,+ABSOLADO TRXTF J,DPSPMT/METSIL/METSIL,FOOTBALL/SOCCER,SHOES,Kid,953.99
11619,A CUB. FLYRIDE,DKCHOC/DUSROS/DKSIMT,TRAINING,SHOES,Woman,302.73
11655,+F10.7 TRX HG,RUNWHT/BLACK1/METSIL,FOOTBALL/SOCCER,SHOES,Men,1904.99
11656,+F10.7 TRX HG,TITAMT/BLACK1/INTORA,FOOTBALL/SOCCER,SHOES,Men,1183.74
11657,+F10.7 TRX HG,VICBLU/RUNWHT/PACBLU,FOOTBALL/SOCCER,SHOES,Men,1049.99
11659,+F10.7 TRX HG,DSHALE/SLIME/RUNWHT,FOOTBALL/SOCCER,SHOES,Men,923.74
11674,TORRAIITRXHGJ LACE,BLACK1/RUNWHT/METGOL,FOOTBALL/SOCCER,SHOES,Kid,1828.49
11678,RESPONSE CSH 16,RUNWHT/AFBLUE/METSIL,RUNNING,SHOES,Men,1347.49
11679,RESPONSE CSH 16 W,RUNWHT/SPLASH/METSIL,RUNNING,SHOES,Woman,1198.73
11683,URAHA 2,RUNWHT/AFBLUE/METSIL,RUNNING,SHOES,Men,807.49
11684,URAHA 2 W,METSIL/SPLASH/LGREY,RUNNING,SHOES,Woman,2444.73
11685,DAROGA I,VICRED/INTSUN/BLACK1,OUTDOOR,SHOES,Infant,1298.99
11686,DAROGA K,VICRED/INTSUN/BLACK1,OUTDOOR,SHOES,Kid,2326.49
11693,TIE BREAK,WHT/BLACK1/METGOL,ORIGINALS,SHOES,Men,1132.49
11694,TIE BREAK,WHT/WHT/METGOL,ORIGINALS,SHOES,Men,234.99
11702,FOREST HILLS PT,BLACK1/FOREST/LGJADE,ORIGINALS,SHOES,Men,284.99
11759,KEILANA,WHT/DKSIMT/LGREY,TRAINING,SHOES,Woman,2353.73
11774,+F10.7 IN,RUNWHT/BLACK1/METSIL,FOOTBALL/SOCCER,SHOES,Men,647.49
11778,+F10.7 TRX TF,DSHALE/SLIME/RUNWHT,FOOTBALL/SOCCER,SHOES,Men,1583.74
11780,+F10.7 TRX TF,VICBLU/RUNWHT/PACBLU,FOOTBALL/SOCCER,SHOES,Men,508.74
11782,+F10.7 TRX TF,TITAMT/BLACK1/INTORA,FOOTBALL/SOCCER,SHOES,Men,92.49
11784,+F10.7 TRX TF,BLACK1/RUNWHT/METSIL,FOOTBALL/SOCCER,SHOES,Men,1344.99
11787,+F10.7 TRX TF,RUNWHT/BLACK1/METSIL,FOOTBALL/SOCCER,SHOES,Men,1174.99
11793,PUNTERO II  TF J,BLACK1/WHT/UNIRED,FOOTBALL/SOCCER,SHOES,Kid,2210.99
11805,RESPONSE CTL 6,RUNWHT/METSIL/DSHALE,RUNNING,SHOES,Men,696.24
11808,RESPONSE CTL 6 W,METSIL/GRAGRE/SPLASH,RUNNING,SHOES,Woman,1805.98
11829,NOVA,RUNWHT/METSIL/DKCALL,RUNNING,SHOES,Men,418.74
11831,NOVA W,LIBAJA/BAJBLU/RUNWHT,RUNNING,SHOES,Woman,1629.23
11879,+ABSOLADO TRX TF,BLACK1/BLACK1/PRDRED,FOOTBALL/SOCCER,SHOES,Men,944.99
11881,+ABSOLADO TRX FG,BLACK1/BLACK1/PRDRED,FOOTBALL/SOCCER,SHOES,Men,454.99
11893,+F50.7 TUNIT I,DSHALE/SLIME/RUNWHI,FOOTBALL/SOCCER,SHOES,Infant,61.48
11896,COPA 25THANNIVERSARY,BLACK1/RUNWHI/METGOL,FOOTBALL/SOCCER,SHOES,Men,1014.99
11926,DB PREDATOR ABSOLUTE I,RUNWHI/BLACK1/METGOL,FOOTBALL/SOCCER,SHOES,Infant,509.99
11936,STREETRUN CF I,DIVA/INTPIN/RUNWHI,TRAINING,SHOES,Infant,503.99
11937,DURAMO,RUNWHT/BLACK1/METSIL,RUNNING,SHOES,Men,1966.24
11938,FORTITUDE 2 W,LIBLUE/ATLBLU/RUNWHT,RUNNING,SHOES,Woman,850.48
11939,RESPONSE K,RUNWHI/METSIL/DSHALE,RUNNING,SHOES,Kid,487.49
11952,TORRA II TF J LACE,BLACK1/RUNWHT/METGOL,FOOTBALL/SOCCER,SHOES,Kid,1676.99
11969,TORRA II TF J V,BLACK1/RUNWHT/METGOL,FOOTBALL/SOCCER,SHOES,Kid,1364.99
11976,ZX 500,LGREY/DSHADE/COLRED,ORIGINALS,SHOES,Men,908.74
11988,RESPONSE LIGHT 4,RUNWHT/SPLASH/METSIL,RUNNING,SHOES,Unisex,1367.98
11990,RESPONSE LIGHT 4,AFBLUE/METSIL/RUNWHT,RUNNING,SHOES,Unisex,2523.18
12008,SAMOA LEA 2 K,BAYBERRY/BLUSILVMT,ORIGINALS,SHOES,Kid,506.99
12010,SAMOA LEA 2 K,PHANTOM/ARCTIBLUE,ORIGINALS,SHOES,Kid,200.99
12013,ANJA LOW W,BLACK1/BLACK1/LGTSCA,ORIGINALS,SHOES,Woman,1466.48
12073,STAN SMITH 2 CF W,PACBLU/WHT/METSIL,ORIGINALS,SHOES,Woman,1405.23
12075,STAN SMITH 2 CF W,WHT/WHT/METSIL,ORIGINALS,SHOES,Woman,2649.48
12083,CARBEKKO,BLACK/MUNIFR/Silver/,SWIM,SANDALS/SLIPPERS,Men,1516.24
12084,STAN SMITH 2 W,WHT/DIVA/METSIL,ORIGINALS,SHOES,Woman,1417.48
12089,ADI COURT W,WHT/WHT/LIBLUE,ORIGINALS,SHOES,Woman,2427.23
12098,MENKO M,BLACK/COBALT/SILVER/,RUNNING,SHOES,Men,129.99
12106,COUNTRY 73,WHT/BLACK1/GUM5,ORIGINALS,SHOES,Men,441.24
12112,STAN SMITH VULC S-O,DSAND/DSAND/FANGO,ORIGINALS,SHOES,Men,1022.49
12120,MENKO II M,RUNWHT/Silver/DARONX,RUNNING,SHOES,Men,203.74
12125,MENKO M,ALUMI2/DUNIFR/BLSIMT,RUNNING,SHOES,Men,1602.49
12131,ZX 500,DRKBRO/DRKBRO/LGTSCA,ORIGINALS,SHOES,Men,1139.99
12140,NEW  CREW 6PP,WHITE,TRAINING,SOCKS,Men,583.74
12164,ARROW,COLROY/WARNIN/ELECTR,ORIGINALS,SHOES,Men,466.24
12167,ARROW,WHT/COLROY/POP,ORIGINALS,SHOES,Men,1944.99
12174,SUPERSTAR 2 IS,COLROY/COLROY/WHT,ORIGINALS,SHOES,Men,1102.49
12176,SUPERSTAR 2 IS,METGOL/METGOL/WHT,ORIGINALS,SHOES,Men,1919.99
12211,SUPERSTAR II,DKATLA/WHT/METSIL,ORIGINALS,SHOES,Men,1088.74
12214,SUPERSTAR II,WHT/WHT/GUM5,ORIGINALS,SHOES,Men,1702.49
12216,SUPERSTAR 1 LUX,BLACK1/BLACK1/BLACK1,ORIGINALS,SHOES,Men,646.24
12237,ARROW,INTORA/BLACK1/WHT,ORIGINALS,SHOES,Men,1297.49
12243,ARROW,NEONBL/BLACK1/WHT,ORIGINALS,SHOES,Men,477.49
12245,STEEPLE,WHT/BLACK1/VICBLU,ORIGINALS,SHOES,Men,1216.24
12246,STEEPLE,BLACK1/WHT/INTGRE,ORIGINALS,SHOES,Men,1567.49
12282,ORION,WHT/DKINDI/WHT,ORIGINALS,SHOES,Men,57.49
12285,NEW  CREW 6PP,WHITE/MEDGREHEA,TRAINING,SOCKS,Men,1444.99
12287,ORION,BLACK1/BLACK1/WHT,ORIGINALS,SHOES,Men,548.74
12298,ADI,BLACK1/TRITMT/WHT,ORIGINALS,SHOES,Men,1368.74
12299,ADI,LGSCRE/JUPMET/SCREGR,ORIGINALS,SHOES,Men,684.99
12300,ADI,WHT/METSIL/LGRANI,ORIGINALS,SHOES,Men,1128.74
12303,ADISTAR 110,WHT/LGTRED/ATLBLU,ORIGINALS,SHOES,Men,687.49
12304,ADISTAR 110,BLACK1/LGRANI/ORAPEE,ORIGINALS,SHOES,Men,358.74
12361,TACTIC VC W,CALLIS/BAJBLU/LIBAJA,ORIGINALS,SHOES,Woman,2239.98
12366,TACTIC VC W,ESPRES/PEARL/PINK,ORIGINALS,SHOES,Woman,775.23
12371,WORLD CUP 66,ESPRES/BLACK1/METGOL,ORIGINALS,SHOES,Men,664.99
12372,WORLD CUP 66,WHT/DKINDI/METGOL,ORIGINALS,SHOES,Men,1842.49
12407,TIRAND II W,RUNWHT/INTPIN/METSIL,TENNIS,SHOES,Woman,2372.98
12409,AMBITION LOGO III W,RUNWHT/UNIRED/LGSHAD,TENNIS,SHOES,Woman,2059.73
12418,EN GARDE TOUCH,BLACK1/TRITMT/VICRED,NOT SPORTS SPECIFIC,SHOES,Unisex,220.78
12420,SHOT PUT ST,RUNWHT/RUNWHT/POOL,NOT SPORTS SPECIFIC,SHOES,Men,1898.74
12423,RACAN,RUNWHT/RUNWHT/POOL,NOT SPORTS SPECIFIC,SHOES,Unisex,1758.38
12429,LANTO,RUNWHT/METSIL/BLACK1,NOT SPORTS SPECIFIC,SHOES,Men,892.49
12431,LANTO,WHT/DKNAVY/METSIL,NOT SPORTS SPECIFIC,SHOES,Men,1591.24
12441,KUNDO ALT,RUNWHT/BLACK1/RUNWHT,NOT SPORTS SPECIFIC,SHOES,Unisex,2494.38
12446,KUNDO,RUNWHT/DKNAVY/POOL,NOT SPORTS SPECIFIC,SHOES,Unisex,595.18
12456,GHOST RIDE SPRINT ST,BLACK1/BLACK1/CARDIN,NOT SPORTS SPECIFIC,SHOES,Unisex,655.98
12457,CYCLO RACE ST,RUNWHT/RUNWHT/ORAPEE,NOT SPORTS SPECIFIC,SHOES,Unisex,1140.78
12458,+F30.7 CLIMA STF,BLACK1/RUNWHT/ORANGE,FOOTBALL/SOCCER,SHOES,Men,948.74
